regions,Municipalitys,year,gender,numberOfPeople
OREBRO,KARLSKOGA,2013,Kvinna,105
OREBRO,KARLSKOGA,2013,Man,176
OREBRO,KUMLA,2013,Kvinna,70
OREBRO,KUMLA,2013,Man,132
OREBRO,LAXA,2013,Kvinna,20
OREBRO,LAXA,2013,Man,54
OREBRO,LEKEBERG,2013,Kvinna,37
OREBRO,LEKEBERG,2013,Man,61
OREBRO,LINDESBERG,2013,Kvinna,119
OREBRO,LINDESBERG,2013,Man,206
OREBRO,LJUSNARSBERG,2013,Kvinna,50
OREBRO,LJUSNARSBERG,2013,Man,108
OREBRO,NORA,2013,Kvinna,41
OREBRO,NORA,2013,Man,91
OREBRO,OREBRO,2013,Kvinna,458
OREBRO,OREBRO,2013,Man,849
OSTERGOTLAND,BOXHOLM,2013,Kvinna,19
OSTERGOTLAND,BOXHOLM,2013,Man,47
OSTERGOTLAND,FINSPANG,2013,Kvinna,101
OSTERGOTLAND,FINSPANG,2013,Man,171
OSTERGOTLAND,KINDA,2013,Kvinna,36
OSTERGOTLAND,KINDA,2013,Man,54
OSTERGOTLAND,LINKOPING,2013,Kvinna,328
OSTERGOTLAND,LINKOPING,2013,Man,625
OSTERGOTLAND,MJOLBY,2013,Kvinna,127
OSTERGOTLAND,MJOLBY,2013,Man,208
OSTERGOTLAND,MOTALA,2013,Kvinna,192
OSTERGOTLAND,MOTALA,2013,Man,337
OSTERGOTLAND,NORRKOPING,2013,Kvinna,557
OSTERGOTLAND,NORRKOPING,2013,Man,1010
OSTERGOTLAND,SODERKOPING,2013,Kvinna,68
OSTERGOTLAND,SODERKOPING,2013,Man,96
OSTERGOTLAND,VADSTENA,2013,Kvinna,35
OSTERGOTLAND,VADSTENA,2013,Man,50
OSTERGOTLAND,VALDEMARSVIK,2013,Kvinna,51
OSTERGOTLAND,VALDEMARSVIK,2013,Man,88
OSTERGOTLAND,YDRE,2013,Kvinna,7
OSTERGOTLAND,YDRE,2013,Man,22
OSTERGOTLAND,ATVIDABERG,2013,Kvinna,51
OSTERGOTLAND,ATVIDABERG,2013,Man,84
OSTERGOTLAND,ODESHOG,2013,Kvinna,41
OSTERGOTLAND,ODESHOG,2013,Man,79
BLEKINGE,KARLSHAMN,2014,Kvinna,130
BLEKINGE,KARLSHAMN,2014,Man,211
BLEKINGE,KARLSKRONA,2014,Kvinna,221
BLEKINGE,KARLSKRONA,2014,Man,356
BLEKINGE,OLOFSTROM,2014,Kvinna,54
BLEKINGE,OLOFSTROM,2014,Man,94
BLEKINGE,RONNEBY,2014,Kvinna,151
BLEKINGE,RONNEBY,2014,Man,235
BLEKINGE,SOLVESBORG,2014,Kvinna,78
BLEKINGE,SOLVESBORG,2014,Man,122
DALARNA,AVESTA,2014,Kvinna,119
DALARNA,AVESTA,2014,Man,198
DALARNA,BORLANGE,2014,Kvinna,203
DALARNA,BORLANGE,2014,Man,325
DALARNA,FALUN,2014,Kvinna,181
DALARNA,FALUN,2014,Man,313
DALARNA,GAGNEF,2014,Kvinna,36
DALARNA,GAGNEF,2014,Man,68
DALARNA,HEDEMORA,2014,Kvinna,80
DALARNA,HEDEMORA,2014,Man,105
DALARNA,LEKSAND,2014,Kvinna,48
DALARNA,LEKSAND,2014,Man,89
DALARNA,LUDVIKA,2014,Kvinna,134
DALARNA,LUDVIKA,2014,Man,233
DALARNA,MALUNG-SALEN,2014,Kvinna,22
DALARNA,MALUNG-SALEN,2014,Man,86
DALARNA,MORA,2014,Kvinna,60
DALARNA,MORA,2014,Man,118
DALARNA,ORSA,2014,Kvinna,30
DALARNA,ORSA,2014,Man,54
DALARNA,RATTVIK,2014,Kvinna,49
DALARNA,RATTVIK,2014,Man,83
DALARNA,SMEDJEBACKEN,2014,Kvinna,43
DALARNA,SMEDJEBACKEN,2014,Man,89
DALARNA,SATER,2014,Kvinna,47
DALARNA,SATER,2014,Man,74
DALARNA,VANSBRO,2014,Kvinna,30
DALARNA,VANSBRO,2014,Man,57
DALARNA,ALVDALEN,2014,Kvinna,48
DALARNA,ALVDALEN,2014,Man,65
GOTLAND,GOTLAND,2014,Kvinna,272
GOTLAND,GOTLAND,2014,Man,516
GAVLEBORG,BOLLNAS,2014,Kvinna,107
GAVLEBORG,BOLLNAS,2014,Man,225
GAVLEBORG,GAVLE,2014,Kvinna,403
GAVLEBORG,GAVLE,2014,Man,672
GAVLEBORG,HOFORS,2014,Kvinna,45
GAVLEBORG,HOFORS,2014,Man,70
GAVLEBORG,HUDIKSVALL,2014,Kvinna,186
GAVLEBORG,HUDIKSVALL,2014,Man,312
GAVLEBORG,LJUSDAL,2014,Kvinna,92
GAVLEBORG,LJUSDAL,2014,Man,182
GAVLEBORG,NORDANSTIG,2014,Kvinna,61
GAVLEBORG,NORDANSTIG,2014,Man,125
GAVLEBORG,OCKELBO,2014,Kvinna,34
GAVLEBORG,OCKELBO,2014,Man,59
GAVLEBORG,OVANAKER,2014,Kvinna,48
GAVLEBORG,OVANAKER,2014,Man,74
GAVLEBORG,SANDVIKEN,2014,Kvinna,199
GAVLEBORG,SANDVIKEN,2014,Man,286
GAVLEBORG,SODERHAMN,2014,Kvinna,166
GAVLEBORG,SODERHAMN,2014,Man,276
HALLAND,FALKENBERG,2014,Kvinna,150
HALLAND,FALKENBERG,2014,Man,209
HALLAND,HALMSTAD,2014,Kvinna,273
HALLAND,HALMSTAD,2014,Man,465
HALLAND,HYLTE,2014,Kvinna,53
HALLAND,HYLTE,2014,Man,78
HALLAND,KUNGSBACKA,2014,Kvinna,140
HALLAND,KUNGSBACKA,2014,Man,300
HALLAND,LAHOLM,2014,Kvinna,121
HALLAND,LAHOLM,2014,Man,182
HALLAND,VARBERG,2014,Kvinna,139
HALLAND,VARBERG,2014,Man,283
JAMTLAND,BERG,2014,Kvinna,34
JAMTLAND,BERG,2014,Man,76
JAMTLAND,BRACKE,2014,Kvinna,33
JAMTLAND,BRACKE,2014,Man,75
JAMTLAND,HARJEDALEN,2014,Kvinna,49
JAMTLAND,HARJEDALEN,2014,Man,114
JAMTLAND,KROKOM,2014,Kvinna,62
JAMTLAND,KROKOM,2014,Man,108
JAMTLAND,RAGUNDA,2014,Kvinna,32
JAMTLAND,RAGUNDA,2014,Man,58
JAMTLAND,STROMSUND,2014,Kvinna,49
JAMTLAND,STROMSUND,2014,Man,116
JAMTLAND,ARE,2014,Kvinna,45
JAMTLAND,ARE,2014,Man,84
JAMTLAND,OSTERSUND,2014,Kvinna,185
JAMTLAND,OSTERSUND,2014,Man,353
JONKOPING,ANEBY,2014,Kvinna,29
JONKOPING,ANEBY,2014,Man,57
JONKOPING,EKSJO,2014,Kvinna,76
JONKOPING,EKSJO,2014,Man,117
JONKOPING,GISLAVED,2014,Kvinna,98
JONKOPING,GISLAVED,2014,Man,191
JONKOPING,GNOSJO,2014,Kvinna,25
JONKOPING,GNOSJO,2014,Man,45
JONKOPING,HABO,2014,Kvinna,16
JONKOPING,HABO,2014,Man,33
JONKOPING,JONKOPING,2014,Kvinna,351
JONKOPING,JONKOPING,2014,Man,664
JONKOPING,MULLSJO,2014,Kvinna,34
JONKOPING,MULLSJO,2014,Man,44
JONKOPING,NASSJO,2014,Kvinna,99
JONKOPING,NASSJO,2014,Man,211
JONKOPING,SAVSJO,2014,Kvinna,28
JONKOPING,SAVSJO,2014,Man,55
JONKOPING,TRANAS,2014,Kvinna,75
JONKOPING,TRANAS,2014,Man,154
JONKOPING,VAGGERYD,2014,Kvinna,32
JONKOPING,VAGGERYD,2014,Man,63
JONKOPING,VETLANDA,2014,Kvinna,95
JONKOPING,VETLANDA,2014,Man,168
JONKOPING,VARNAMO,2014,Kvinna,82
JONKOPING,VARNAMO,2014,Man,171
KALMAR,BORGHOLM,2014,Kvinna,47
KALMAR,BORGHOLM,2014,Man,124
KALMAR,EMMABODA,2014,Kvinna,42
KALMAR,EMMABODA,2014,Man,71
KALMAR,HULTSFRED,2014,Kvinna,92
KALMAR,HULTSFRED,2014,Man,150
KALMAR,HOGSBY,2014,Kvinna,42
KALMAR,HOGSBY,2014,Man,78
KALMAR,KALMAR,2014,Kvinna,212
KALMAR,KALMAR,2014,Man,376
KALMAR,MONSTERAS,2014,Kvinna,75
KALMAR,MONSTERAS,2014,Man,115
KALMAR,MORBYLANGA,2014,Kvinna,38
KALMAR,MORBYLANGA,2014,Man,61
KALMAR,NYBRO,2014,Kvinna,90
KALMAR,NYBRO,2014,Man,152
KALMAR,OSKARSHAMN,2014,Kvinna,82
KALMAR,OSKARSHAMN,2014,Man,124
KALMAR,TORSAS,2014,Kvinna,46
KALMAR,TORSAS,2014,Man,80
KALMAR,VIMMERBY,2014,Kvinna,64
KALMAR,VIMMERBY,2014,Man,88
KALMAR,VASTERVIK,2014,Kvinna,161
KALMAR,VASTERVIK,2014,Man,328
KRONOBERG,ALVESTA,2014,Kvinna,61
KRONOBERG,ALVESTA,2014,Man,83
KRONOBERG,LESSEBO,2014,Kvinna,38
KRONOBERG,LESSEBO,2014,Man,68
KRONOBERG,LJUNGBY,2014,Kvinna,72
KRONOBERG,LJUNGBY,2014,Man,121
KRONOBERG,MARKARYD,2014,Kvinna,45
KRONOBERG,MARKARYD,2014,Man,92
KRONOBERG,TINGSRYD,2014,Kvinna,49
KRONOBERG,TINGSRYD,2014,Man,93
KRONOBERG,UPPVIDINGE,2014,Kvinna,38
KRONOBERG,UPPVIDINGE,2014,Man,56
KRONOBERG,VAXJO,2014,Kvinna,209
KRONOBERG,VAXJO,2014,Man,367
KRONOBERG,ALMHULT,2014,Kvinna,46
KRONOBERG,ALMHULT,2014,Man,69
NORRBOTTEN,ARJEPLOG,2014,Kvinna,4
NORRBOTTEN,ARJEPLOG,2014,Man,28
NORRBOTTEN,ARVIDSJAUR,2014,Kvinna,19
NORRBOTTEN,ARVIDSJAUR,2014,Man,34
NORRBOTTEN,BODEN,2014,Kvinna,140
NORRBOTTEN,BODEN,2014,Man,261
NORRBOTTEN,GALLIVARE,2014,Kvinna,73
NORRBOTTEN,GALLIVARE,2014,Man,123
NORRBOTTEN,HAPARANDA,2014,Kvinna,53
NORRBOTTEN,HAPARANDA,2014,Man,122
NORRBOTTEN,JOKKMOKK,2014,Kvinna,28
NORRBOTTEN,JOKKMOKK,2014,Man,52
NORRBOTTEN,KALIX,2014,Kvinna,77
NORRBOTTEN,KALIX,2014,Man,152
NORRBOTTEN,KIRUNA,2014,Kvinna,66
NORRBOTTEN,KIRUNA,2014,Man,135
NORRBOTTEN,LULEA,2014,Kvinna,263
NORRBOTTEN,LULEA,2014,Man,437
NORRBOTTEN,PAJALA,2014,Kvinna,9
NORRBOTTEN,PAJALA,2014,Man,47
NORRBOTTEN,PITEA,2014,Kvinna,127
NORRBOTTEN,PITEA,2014,Man,224
NORRBOTTEN,ALVSBYN,2014,Kvinna,34
NORRBOTTEN,ALVSBYN,2014,Man,66
NORRBOTTEN,OVERKALIX,2014,Kvinna,11
NORRBOTTEN,OVERKALIX,2014,Man,55
NORRBOTTEN,OVERTORNEA,2014,Kvinna,11
NORRBOTTEN,OVERTORNEA,2014,Man,40
OVRIGT,SAKNAS,2014,Kvinna,683
OVRIGT,SAKNAS,2014,Man,2779
SKANE,BJUV,2014,Kvinna,108
SKANE,BJUV,2014,Man,165
SKANE,BROMOLLA,2014,Kvinna,50
SKANE,BROMOLLA,2014,Man,101
SKANE,BURLOV,2014,Kvinna,88
SKANE,BURLOV,2014,Man,154
SKANE,BASTAD,2014,Kvinna,63
SKANE,BASTAD,2014,Man,99
SKANE,ESLOV,2014,Kvinna,164
SKANE,ESLOV,2014,Man,261
SKANE,HELSINGBORG,2014,Kvinna,555
SKANE,HELSINGBORG,2014,Man,1042
SKANE,HASSLEHOLM,2014,Kvinna,217
SKANE,HASSLEHOLM,2014,Man,388
SKANE,HOGANAS,2014,Kvinna,82
SKANE,HOGANAS,2014,Man,135
SKANE,HORBY,2014,Kvinna,103
SKANE,HORBY,2014,Man,150
SKANE,HOOR,2014,Kvinna,90
SKANE,HOOR,2014,Man,157
SKANE,KLIPPAN,2014,Kvinna,149
SKANE,KLIPPAN,2014,Man,238
SKANE,KRISTIANSTAD,2014,Kvinna,326
SKANE,KRISTIANSTAD,2014,Man,550
SKANE,KAVLINGE,2014,Kvinna,76
SKANE,KAVLINGE,2014,Man,136
SKANE,LANDSKRONA,2014,Kvinna,294
SKANE,LANDSKRONA,2014,Man,454
SKANE,LOMMA,2014,Kvinna,25
SKANE,LOMMA,2014,Man,54
SKANE,LUND,2014,Kvinna,194
SKANE,LUND,2014,Man,381
SKANE,MALMO,2014,Kvinna,1154
SKANE,MALMO,2014,Man,2313
SKANE,OSBY,2014,Kvinna,61
SKANE,OSBY,2014,Man,89
SKANE,PERSTORP,2014,Kvinna,67
SKANE,PERSTORP,2014,Man,84
SKANE,SIMRISHAMN,2014,Kvinna,93
SKANE,SIMRISHAMN,2014,Man,196
SKANE,SJOBO,2014,Kvinna,134
SKANE,SJOBO,2014,Man,228
SKANE,SKURUP,2014,Kvinna,109
SKANE,SKURUP,2014,Man,150
SKANE,STAFFANSTORP,2014,Kvinna,69
SKANE,STAFFANSTORP,2014,Man,101
SKANE,SVALOV,2014,Kvinna,114
SKANE,SVALOV,2014,Man,169
SKANE,SVEDALA,2014,Kvinna,46
SKANE,SVEDALA,2014,Man,88
SKANE,TOMELILLA,2014,Kvinna,100
SKANE,TOMELILLA,2014,Man,143
SKANE,TRELLEBORG,2014,Kvinna,236
SKANE,TRELLEBORG,2014,Man,390
SKANE,VELLINGE,2014,Kvinna,60
SKANE,VELLINGE,2014,Man,116
SKANE,YSTAD,2014,Kvinna,110
SKANE,YSTAD,2014,Man,178
SKANE,ASTORP,2014,Kvinna,112
SKANE,ASTORP,2014,Man,183
SKANE,ANGELHOLM,2014,Kvinna,115
SKANE,ANGELHOLM,2014,Man,214
SKANE,ORKELLJUNGA,2014,Kvinna,57
SKANE,ORKELLJUNGA,2014,Man,125
SKANE,OSTRA GOINGE,2014,Kvinna,91
SKANE,OSTRA GOINGE,2014,Man,144
STOCKHOLM,BOTKYRKA,2014,Kvinna,311
STOCKHOLM,BOTKYRKA,2014,Man,627
STOCKHOLM,DANDERYD,2014,Kvinna,20
STOCKHOLM,DANDERYD,2014,Man,55
STOCKHOLM,EKERO,2014,Kvinna,56
STOCKHOLM,EKERO,2014,Man,116
STOCKHOLM,HANINGE,2014,Kvinna,326
STOCKHOLM,HANINGE,2014,Man,669
STOCKHOLM,HUDDINGE,2014,Kvinna,266
STOCKHOLM,HUDDINGE,2014,Man,666
STOCKHOLM,JARFALLA,2014,Kvinna,150
STOCKHOLM,JARFALLA,2014,Man,317
STOCKHOLM,LIDINGO,2014,Kvinna,66
STOCKHOLM,LIDINGO,2014,Man,159
STOCKHOLM,NACKA,2014,Kvinna,134
STOCKHOLM,NACKA,2014,Man,355
STOCKHOLM,NORRTALJE,2014,Kvinna,271
STOCKHOLM,NORRTALJE,2014,Man,522
STOCKHOLM,NYKVARN,2014,Kvinna,21
STOCKHOLM,NYKVARN,2014,Man,58
STOCKHOLM,NYNASHAMN,2014,Kvinna,126
STOCKHOLM,NYNASHAMN,2014,Man,242
STOCKHOLM,SALEM,2014,Kvinna,54
STOCKHOLM,SALEM,2014,Man,80
STOCKHOLM,SIGTUNA,2014,Kvinna,175
STOCKHOLM,SIGTUNA,2014,Man,327
STOCKHOLM,SOLLENTUNA,2014,Kvinna,124
STOCKHOLM,SOLLENTUNA,2014,Man,291
STOCKHOLM,SOLNA,2014,Kvinna,158
STOCKHOLM,SOLNA,2014,Man,389
STOCKHOLM,STOCKHOLM,2014,Kvinna,2262
STOCKHOLM,STOCKHOLM,2014,Man,5912
STOCKHOLM,SUNDBYBERG,2014,Kvinna,104
STOCKHOLM,SUNDBYBERG,2014,Man,286
STOCKHOLM,SODERTALJE,2014,Kvinna,421
STOCKHOLM,SODERTALJE,2014,Man,812
STOCKHOLM,TYRESO,2014,Kvinna,130
STOCKHOLM,TYRESO,2014,Man,245
STOCKHOLM,TABY,2014,Kvinna,62
STOCKHOLM,TABY,2014,Man,150
STOCKHOLM,UPPLANDS VASBY,2014,Kvinna,127
STOCKHOLM,UPPLANDS VASBY,2014,Man,222
STOCKHOLM,UPPLANDS-BRO,2014,Kvinna,86
STOCKHOLM,UPPLANDS-BRO,2014,Man,165
STOCKHOLM,VALLENTUNA,2014,Kvinna,62
STOCKHOLM,VALLENTUNA,2014,Man,150
STOCKHOLM,VAXHOLM,2014,Kvinna,17
STOCKHOLM,VAXHOLM,2014,Man,63
STOCKHOLM,VARMDO,2014,Kvinna,102
STOCKHOLM,VARMDO,2014,Man,255
STOCKHOLM,OSTERAKER,2014,Kvinna,90
STOCKHOLM,OSTERAKER,2014,Man,212
SODERMANLAND,ESKILSTUNA,2014,Kvinna,473
SODERMANLAND,ESKILSTUNA,2014,Man,794
SODERMANLAND,FLEN,2014,Kvinna,104
SODERMANLAND,FLEN,2014,Man,185
SODERMANLAND,GNESTA,2014,Kvinna,47
SODERMANLAND,GNESTA,2014,Man,99
SODERMANLAND,KATRINEHOLM,2014,Kvinna,158
SODERMANLAND,KATRINEHOLM,2014,Man,230
SODERMANLAND,NYKOPING,2014,Kvinna,191
SODERMANLAND,NYKOPING,2014,Man,339
SODERMANLAND,OXELOSUND,2014,Kvinna,55
SODERMANLAND,OXELOSUND,2014,Man,114
SODERMANLAND,STRANGNAS,2014,Kvinna,141
SODERMANLAND,STRANGNAS,2014,Man,267
SODERMANLAND,TROSA,2014,Kvinna,39
SODERMANLAND,TROSA,2014,Man,68
SODERMANLAND,VINGAKER,2014,Kvinna,65
SODERMANLAND,VINGAKER,2014,Man,98
UPPSALA,ENKOPING,2014,Kvinna,156
UPPSALA,ENKOPING,2014,Man,307
UPPSALA,HEBY,2014,Kvinna,80
UPPSALA,HEBY,2014,Man,128
UPPSALA,HABO,2014,Kvinna,78
UPPSALA,HABO,2014,Man,144
UPPSALA,KNIVSTA,2014,Kvinna,42
UPPSALA,KNIVSTA,2014,Man,74
UPPSALA,TIERP,2014,Kvinna,145
UPPSALA,TIERP,2014,Man,223
UPPSALA,UPPSALA,2014,Kvinna,382
UPPSALA,UPPSALA,2014,Man,853
UPPSALA,ALVKARLEBY,2014,Kvinna,59
UPPSALA,ALVKARLEBY,2014,Man,79
UPPSALA,OSTHAMMAR,2014,Kvinna,79
UPPSALA,OSTHAMMAR,2014,Man,130
VARMLAND,ARVIKA,2014,Kvinna,130
VARMLAND,ARVIKA,2014,Man,218
VARMLAND,EDA,2014,Kvinna,65
VARMLAND,EDA,2014,Man,103
VARMLAND,FILIPSTAD,2014,Kvinna,62
VARMLAND,FILIPSTAD,2014,Man,159
VARMLAND,FORSHAGA,2014,Kvinna,74
VARMLAND,FORSHAGA,2014,Man,118
VARMLAND,GRUMS,2014,Kvinna,83
VARMLAND,GRUMS,2014,Man,121
VARMLAND,HAGFORS,2014,Kvinna,81
VARMLAND,HAGFORS,2014,Man,120
VARMLAND,HAMMARO,2014,Kvinna,35
VARMLAND,HAMMARO,2014,Man,80
VARMLAND,KARLSTAD,2014,Kvinna,331
VARMLAND,KARLSTAD,2014,Man,587
VARMLAND,KIL,2014,Kvinna,71
VARMLAND,KIL,2014,Man,88
VARMLAND,KRISTINEHAMN,2014,Kvinna,149
VARMLAND,KRISTINEHAMN,2014,Man,249
VARMLAND,MUNKFORS,2014,Kvinna,22
VARMLAND,MUNKFORS,2014,Man,50
VARMLAND,STORFORS,2014,Kvinna,38
VARMLAND,STORFORS,2014,Man,56
VARMLAND,SUNNE,2014,Kvinna,68
VARMLAND,SUNNE,2014,Man,86
VARMLAND,SAFFLE,2014,Kvinna,82
VARMLAND,SAFFLE,2014,Man,118
VARMLAND,TORSBY,2014,Kvinna,55
VARMLAND,TORSBY,2014,Man,112
VARMLAND,ARJANG,2014,Kvinna,28
VARMLAND,ARJANG,2014,Man,83
VASTERBOTTEN,BJURHOLM,2014,Kvinna,7
VASTERBOTTEN,BJURHOLM,2014,Man,23
VASTERBOTTEN,DOROTEA,2014,Kvinna,10
VASTERBOTTEN,DOROTEA,2014,Man,15
VASTERBOTTEN,LYCKSELE,2014,Kvinna,48
VASTERBOTTEN,LYCKSELE,2014,Man,75
VASTERBOTTEN,MALA,2014,Kvinna,12
VASTERBOTTEN,MALA,2014,Man,13
VASTERBOTTEN,NORDMALING,2014,Kvinna,26
VASTERBOTTEN,NORDMALING,2014,Man,57
VASTERBOTTEN,NORSJO,2014,Kvinna,16
VASTERBOTTEN,NORSJO,2014,Man,23
VASTERBOTTEN,ROBERTSFORS,2014,Kvinna,28
VASTERBOTTEN,ROBERTSFORS,2014,Man,55
VASTERBOTTEN,SKELLEFTEA,2014,Kvinna,174
VASTERBOTTEN,SKELLEFTEA,2014,Man,333
VASTERBOTTEN,SORSELE,2014,Kvinna,7
VASTERBOTTEN,SORSELE,2014,Man,18
VASTERBOTTEN,STORUMAN,2014,Kvinna,18
VASTERBOTTEN,STORUMAN,2014,Man,43
VASTERBOTTEN,UMEA,2014,Kvinna,235
VASTERBOTTEN,UMEA,2014,Man,451
VASTERBOTTEN,VILHELMINA,2014,Kvinna,22
VASTERBOTTEN,VILHELMINA,2014,Man,40
VASTERBOTTEN,VINDELN,2014,Kvinna,12
VASTERBOTTEN,VINDELN,2014,Man,37
VASTERBOTTEN,VANNAS,2014,Kvinna,29
VASTERBOTTEN,VANNAS,2014,Man,61
VASTERBOTTEN,ASELE,2014,Kvinna,14
VASTERBOTTEN,ASELE,2014,Man,31
VASTERNORRLAND,HARNOSAND,2014,Kvinna,110
VASTERNORRLAND,HARNOSAND,2014,Man,194
VASTERNORRLAND,KRAMFORS,2014,Kvinna,127
VASTERNORRLAND,KRAMFORS,2014,Man,251
VASTERNORRLAND,SOLLEFTEA,2014,Kvinna,108
VASTERNORRLAND,SOLLEFTEA,2014,Man,210
VASTERNORRLAND,SUNDSVALL,2014,Kvinna,474
VASTERNORRLAND,SUNDSVALL,2014,Man,801
VASTERNORRLAND,TIMRA,2014,Kvinna,104
VASTERNORRLAND,TIMRA,2014,Man,167
VASTERNORRLAND,ANGE,2014,Kvinna,65
VASTERNORRLAND,ANGE,2014,Man,121
VASTERNORRLAND,ORNSKOLDSVIK,2014,Kvinna,170
VASTERNORRLAND,ORNSKOLDSVIK,2014,Man,300
VASTMANLAND,ARBOGA,2014,Kvinna,74
VASTMANLAND,ARBOGA,2014,Man,114
VASTMANLAND,FAGERSTA,2014,Kvinna,77
VASTMANLAND,FAGERSTA,2014,Man,121
VASTMANLAND,HALLSTAHAMMAR,2014,Kvinna,76
VASTMANLAND,HALLSTAHAMMAR,2014,Man,126
VASTMANLAND,KUNGSOR,2014,Kvinna,48
VASTMANLAND,KUNGSOR,2014,Man,69
VASTMANLAND,KOPING,2014,Kvinna,127
VASTMANLAND,KOPING,2014,Man,213
VASTMANLAND,NORBERG,2014,Kvinna,56
VASTMANLAND,NORBERG,2014,Man,79
VASTMANLAND,SALA,2014,Kvinna,127
VASTMANLAND,SALA,2014,Man,155
VASTMANLAND,SKINNSKATTEBERG,2014,Kvinna,44
VASTMANLAND,SKINNSKATTEBERG,2014,Man,71
VASTMANLAND,SURAHAMMAR,2014,Kvinna,63
VASTMANLAND,SURAHAMMAR,2014,Man,118
VASTMANLAND,VASTERAS,2014,Kvinna,463
VASTMANLAND,VASTERAS,2014,Man,812
VASTRA GOTALAND,ALE,2014,Kvinna,99
VASTRA GOTALAND,ALE,2014,Man,170
VASTRA GOTALAND,ALINGSAS,2014,Kvinna,117
VASTRA GOTALAND,ALINGSAS,2014,Man,207
VASTRA GOTALAND,BENGTSFORS,2014,Kvinna,52
VASTRA GOTALAND,BENGTSFORS,2014,Man,93
VASTRA GOTALAND,BOLLEBYGD,2014,Kvinna,24
VASTRA GOTALAND,BOLLEBYGD,2014,Man,59
VASTRA GOTALAND,BORAS,2014,Kvinna,340
VASTRA GOTALAND,BORAS,2014,Man,693
VASTRA GOTALAND,DALS-ED,2014,Kvinna,25
VASTRA GOTALAND,DALS-ED,2014,Man,32
VASTRA GOTALAND,ESSUNGA,2014,Kvinna,47
VASTRA GOTALAND,ESSUNGA,2014,Man,67
VASTRA GOTALAND,FALKOPING,2014,Kvinna,132
VASTRA GOTALAND,FALKOPING,2014,Man,205
VASTRA GOTALAND,FARGELANDA,2014,Kvinna,61
VASTRA GOTALAND,FARGELANDA,2014,Man,69
VASTRA GOTALAND,GRASTORP,2014,Kvinna,27
VASTRA GOTALAND,GRASTORP,2014,Man,52
VASTRA GOTALAND,GULLSPANG,2014,Kvinna,37
VASTRA GOTALAND,GULLSPANG,2014,Man,60
VASTRA GOTALAND,GOTEBORG,2014,Kvinna,1679
VASTRA GOTALAND,GOTEBORG,2014,Man,3530
VASTRA GOTALAND,GOTENE,2014,Kvinna,55
VASTRA GOTALAND,GOTENE,2014,Man,76
VASTRA GOTALAND,HERRLJUNGA,2014,Kvinna,49
VASTRA GOTALAND,HERRLJUNGA,2014,Man,73
VASTRA GOTALAND,HJO,2014,Kvinna,34
VASTRA GOTALAND,HJO,2014,Man,57
VASTRA GOTALAND,HARRYDA,2014,Kvinna,87
VASTRA GOTALAND,HARRYDA,2014,Man,158
VASTRA GOTALAND,KARLSBORG,2014,Kvinna,34
VASTRA GOTALAND,KARLSBORG,2014,Man,39
VASTRA GOTALAND,KUNGALV,2014,Kvinna,76
VASTRA GOTALAND,KUNGALV,2014,Man,167
VASTRA GOTALAND,LERUM,2014,Kvinna,109
VASTRA GOTALAND,LERUM,2014,Man,174
VASTRA GOTALAND,LIDKOPING,2014,Kvinna,105
VASTRA GOTALAND,LIDKOPING,2014,Man,192
VASTRA GOTALAND,LILLA EDET,2014,Kvinna,89
VASTRA GOTALAND,LILLA EDET,2014,Man,140
VASTRA GOTALAND,LYSEKIL,2014,Kvinna,70
VASTRA GOTALAND,LYSEKIL,2014,Man,115
VASTRA GOTALAND,MARIESTAD,2014,Kvinna,99
VASTRA GOTALAND,MARIESTAD,2014,Man,152
VASTRA GOTALAND,MARK,2014,Kvinna,143
VASTRA GOTALAND,MARK,2014,Man,254
VASTRA GOTALAND,MELLERUD,2014,Kvinna,41
VASTRA GOTALAND,MELLERUD,2014,Man,76
VASTRA GOTALAND,MUNKEDAL,2014,Kvinna,65
VASTRA GOTALAND,MUNKEDAL,2014,Man,103
VASTRA GOTALAND,MOLNDAL,2014,Kvinna,146
VASTRA GOTALAND,MOLNDAL,2014,Man,321
VASTRA GOTALAND,ORUST,2014,Kvinna,70
VASTRA GOTALAND,ORUST,2014,Man,148
VASTRA GOTALAND,PARTILLE,2014,Kvinna,92
VASTRA GOTALAND,PARTILLE,2014,Man,156
VASTRA GOTALAND,SKARA,2014,Kvinna,97
VASTRA GOTALAND,SKARA,2014,Man,142
VASTRA GOTALAND,SKOVDE,2014,Kvinna,120
VASTRA GOTALAND,SKOVDE,2014,Man,224
VASTRA GOTALAND,SOTENAS,2014,Kvinna,24
VASTRA GOTALAND,SOTENAS,2014,Man,63
VASTRA GOTALAND,STENUNGSUND,2014,Kvinna,63
VASTRA GOTALAND,STENUNGSUND,2014,Man,131
VASTRA GOTALAND,STROMSTAD,2014,Kvinna,32
VASTRA GOTALAND,STROMSTAD,2014,Man,84
VASTRA GOTALAND,SVENLJUNGA,2014,Kvinna,57
VASTRA GOTALAND,SVENLJUNGA,2014,Man,125
VASTRA GOTALAND,TANUM,2014,Kvinna,46
VASTRA GOTALAND,TANUM,2014,Man,81
VASTRA GOTALAND,TIBRO,2014,Kvinna,41
VASTRA GOTALAND,TIBRO,2014,Man,65
VASTRA GOTALAND,TIDAHOLM,2014,Kvinna,61
VASTRA GOTALAND,TIDAHOLM,2014,Man,97
VASTRA GOTALAND,TJORN,2014,Kvinna,41
